SYMBOL	mean	std
STAMBP	5.743011	0.3756244
STAMBPL1	2.4353476	0.6929551
STAP1	0.96349853	0.7626132
STAP2	5.1811314	0.8301304
STAR	0.59840506	0.52430946
STARD10	7.4000483	1.3894055
STARD13	4.744373	0.8833665
STARD3	5.883863	1.0903536
STARD3NL	4.944965	0.42652965
STARD4	2.6248484	0.7670011
STARD5	1.0708832	0.48706827
STARD6	0.1031165	0.13461368
STARD7	7.5298004	0.42887422
STARD7-AS1	2.4729984	0.3924083
STARD8	3.310178	0.72067887
STARD9	3.0611036	0.8556921
STAT1	8.28136	1.0995257
STAT2	6.8974695	0.5546398
STAT3	8.298397	0.61326534
STAT4	1.7273219	0.87087464
STAT5A	5.6070194	0.8753894
STAT5B	6.210399	0.68621814
STAT6	7.1661596	0.64650214
STATH	0.01815399	0.22309943
STAU1	7.5744143	0.48522037
STAU2	5.8197184	0.70312333
STBD1	1.382253	0.544585
STC1	5.4259	1.7222204
STC2	7.4784937	2.3764248
STEAP1	3.2605293	1.1405932
STEAP1B	0.50680566	0.59054846
STEAP2	4.56938	1.5218028
STEAP3	5.5184073	1.0344903
STEAP4	4.556454	1.9638369
STH	0.09221656	0.15045635
STIL	4.0284367	0.9854601
STIM1	6.2588806	0.640257
STIM2	4.838702	0.4942817
STIMATE	0.86640227	0.31882304
STING1	5.5021615	0.73089063
STIP1	7.563575	0.62770736
STK10	5.337109	0.6321897
STK11	5.713889	0.68720526
STK11IP	4.6737585	0.56498384
STK16	5.0709567	0.50257736
STK17A	4.9118447	0.64775604
STK17B	5.40032	0.858019
STK19	3.8267958	0.5201589
STK24	5.8982806	0.74033576
STK25	6.2618814	0.49697047
STK26	4.496203	1.1412647
STK3	5.2957134	0.65328074
STK31	0.6485583	0.75864846
STK32A	0.96186775	0.7552425
STK32B	3.1681437	1.71894
STK32C	3.6401305	0.8188905
STK33	0.5430642	0.693807
STK35	5.950064	0.56021905
STK36	5.01496	0.75405276
STK38	6.038081	0.62125057
STK38L	5.890516	0.84383893
STK39	5.512925	0.9838933
STK4	5.848277	0.55539787
STK40	5.896046	0.5794143
STKLD1	1.2449061	0.45819965
STMN1	7.3909965	1.0069982
STMN2	1.39661	0.96218574
STMN3	5.133411	1.3124342
STMN4	0.21581407	0.47566107
STMND1	2.6232097	1.7624807
STN1	4.7019114	0.4856395
STOM	7.9199076	0.93049157
STOML1	3.8151271	0.56141967
STOML2	6.422333	0.5675907
STOML3	0.056895364	0.21424815
STON1	3.1461718	0.88123125
STON2	3.816548	1.303885
STOX1	2.7561045	1.1343256
STOX2	2.1767783	1.0889369
STPG1	3.6241095	0.50269765
STPG2	0.27691483	0.22086185
STPG3	0.36244377	0.37845275
STPG4	0.114632666	0.29036474
STRA6	3.153118	1.0214167
STRA8	0.18601954	0.51400816
STRADA	2.157542	0.6884017
STRADB	4.097596	0.6289743
STRAP	7.125296	0.5360196
STRBP	6.0940185	0.59579235
STRC	0.34627336	0.4032502
STRIP1	5.1322885	0.44486743
STRIP2	1.9664084	0.82388383
STRN	5.9352093	0.6077766
STRN3	5.185213	0.6530511
STRN4	6.3937063	0.45969617
STS	4.597653	0.9513469
STT3A	7.5855856	0.54450196
STT3B	7.7721653	0.5539756
STUB1	4.5329566	0.8171463
STUM	1.9935961	1.7438437
STX10	5.12829	0.646232
STX11	2.5262244	0.8391201
STX12	5.9294977	0.4162584
STX16	5.976763	0.5936934
STX17	5.485734	0.49562475
STX17-AS1	1.0085343	0.43840122
STX18	5.0800996	0.44612795
STX18-AS1	2.371293	0.5312058
STX19	0.7268838	0.78680813
STX1A	2.8148575	0.78719777
STX1B	1.5863031	0.81956315
STX2	3.6620896	0.5528042
STX3	5.6954756	0.5694137
STX4	5.474165	0.6286891
STX5	5.8403115	0.42785686
STX6	6.0889444	0.4869034
STX7	5.925323	0.50273925
STX8	4.5587487	0.51487994
STXBP1	4.60949	0.887622
STXBP2	5.214222	0.8508254
STXBP3	5.7009273	0.53093696
STXBP4	3.8835588	0.81333053
STXBP5	4.648225	0.7344956
STXBP5-AS1	0.73495615	0.44771564
STXBP6	0.9984132	0.88212675
STYK1	2.427557	1.09588
STYX	5.058664	0.51642233
STYXL1	5.1957674	0.5878304
SUB1	7.756711	0.7808936
SUCLA2	5.16206	0.5289376
SUCLG1	6.212046	0.389568
SUCLG2	6.238396	0.60817856
SUCNR1	1.575627	0.9058947
SUCO	6.8405223	0.7628627
SUDS3	6.350396	0.5186388
SUFU	5.095634	0.4458118
SUGCT	2.5437415	0.8434828
SUGP1	5.0079136	0.48454636
SUGP2	6.5375295	0.579456
SUGT1	5.681512	0.47888404
SUGT1P1	0.31733558	0.22295271
SUGT1P3	0.49662188	0.3430215
SULF1	7.775812	1.3152995
SULF2	7.5658803	1.1820093
SULT1A1	3.9525886	1.041749
SULT1A2	0.3957463	0.40052944
SULT1A3	0.05464273	0.054526065
SULT1A4	0.0017497047	0.0071636434
SULT1B1	0.62950355	0.7507692
SULT1C2	0.88558567	0.909243
SULT1C2P1	0.2623985	0.7989846
SULT1C3	0.12627944	0.77594095
SULT1C4	1.9995606	1.0096687
SULT1E1	0.17120284	0.5494432
SULT2A1	0.014676704	0.06470777
SULT2B1	2.832684	1.36367
SULT4A1	1.0186448	1.039428
SULT6B1	0.008975863	0.04417546
SUMF1	5.9653625	0.62884665
SUMF2	6.966893	0.6057496
SUMO1	6.8310094	0.39859805
SUMO1P1	0.04143636	0.22267653
SUMO1P3	0.3311787	0.21082814
SUMO2	7.144732	0.49176455
SUMO3	7.0060735	0.4929171
SUMO4	0.16540551	0.24316408
SUN1	6.8847394	0.5041314
SUN2	6.1531944	0.79487836
SUN3	0.07864487	0.28771156
SUN5	0.0041198703	0.045698367
SUOX	5.225733	0.6537758
SUPT16H	7.4534492	0.48790345
SUPT20H	5.44863	0.60382926
SUPT3H	2.7937832	0.54918176
SUPT4H1	0.04942687	0.06846079
SUPT5H	7.258871	0.51288724
SUPT6H	7.36509	0.56587064
SUPT7L	5.351427	0.36972818
SUPV3L1	4.9541616	0.46691033
SURF1	5.3523927	0.61593646
SURF2	3.603772	0.70153403
SURF4	8.128216	0.42082155
SURF6	5.380164	0.5285418
SUSD1	3.6092024	0.6476662
SUSD2	5.0284286	1.4753416
SUSD3	4.8631644	2.0592048
SUSD4	4.5175457	1.5653423
SUSD5	2.0388174	1.0877444
SUSD6	6.8005714	0.6647407
SUV39H1	3.7135842	0.5747536
SUV39H2	3.5119002	0.71502084
SUZ12	5.7968335	0.6601026
SUZ12P1	3.1151462	0.644097
SV2A	2.217716	1.0801823
SV2B	1.4956644	0.95037305
SV2C	0.44782963	0.48904964
SVBP	3.3292255	0.54367805
SVEP1	4.204509	1.3620503
SVIL	6.207661	0.8328283
SVOP	0.18055482	0.61991256
SVOPL	0.9215881	0.8104383
SWAP70	6.353431	0.63964874
SWI5	4.4209995	0.5637514
SWSAP1	2.2761416	0.5380146
SWT1	3.3380322	0.5443265
SYAP1	7.1610456	0.65903
SYBU	4.748738	1.5253825
SYCE1	0.06832633	0.21081099
SYCE2	0.89599293	0.41945028
SYCN	0.009569106	0.08729897
SYCP1	0.23255809	0.60065025
SYCP2	4.8046246	1.4871328
SYCP2L	0.4840258	0.573611
SYCP3	0.5694881	0.5391336
SYDE1	3.7599416	0.7767548
SYDE2	3.4678166	1.0967937
SYF2	5.7657413	0.40302786
SYK	5.0630865	0.94487405
SYMPK	6.6559086	0.50856215
SYN1	1.1706667	0.9794027
SYN2	1.4532948	1.0912094
SYN3	0.8513845	0.6542914
SYNC	2.0712457	0.8310187
SYNCRIP	7.559591	0.5619291
SYNDIG1	2.6347563	1.3174284
SYNDIG1L	0.205907	0.26960558
SYNE1	5.4625707	0.94363844
SYNE2	7.045116	0.8314209
SYNE3	3.6184719	1.0042397
SYNE4	4.01547	0.94310796
SYNGAP1	4.3564086	0.71764565
SYNGR1	4.9646935	0.9917336
SYNGR2	8.046757	0.7155489
SYNGR3	1.6666504	1.0387092
SYNGR4	0.3363	0.39954403
SYNJ1	4.1304193	0.6584022
SYNJ2	5.6497703	0.69611716
SYNJ2BP	5.527176	0.69860554
SYNM	4.6290183	1.7350376
SYNPO	6.1765213	0.83759665
SYNPO2	5.1175566	1.4094946
SYNPO2L	0.98285997	1.5275861
SYNPR	0.04578709	0.21460773
SYNRG	5.75476	0.63266486
SYP	2.009813	1.2949007
SYPL1	7.150743	0.63553
SYPL2	0.8295509	0.44836015
SYS1	5.466979	0.52772194
SYT1	3.2703528	2.3282864
SYT10	0.13655607	0.42368287
SYT11	4.014629	0.8089253
SYT12	4.6494527	1.6155088
SYT13	3.7482054	2.7526722
SYT14	0.41991293	0.75372
SYT14P1	0.008690594	0.025828566
SYT15	0.4835427	0.4051313
SYT16	0.38090992	0.58411795
SYT17	3.4144554	1.5433409
SYT2	0.54811984	0.45937037
SYT3	0.4241281	0.54098576
SYT4	0.22375949	1.0098943
SYT5	0.65032595	1.064587
SYT6	0.63564533	0.54068166
SYT7	6.4617157	1.2391834
SYT8	1.663603	1.6641319
SYT9	2.382633	1.920887
SYTL1	4.7164516	1.020002
SYTL2	6.2593565	1.5282228
SYTL3	3.0058277	0.6955942
SYTL4	3.6588652	1.3244909
SYTL5	2.7897837	1.8885148
SYVN1	6.508349	0.5142077
SZRD1	6.5656514	0.38418192
SZT2	5.2391872	0.59120345
TAAR1	0.008155801	0.11306678
TAAR2	0.0013201629	0.02479027
TAAR5	0.0013975442	0.0125373565
TAAR6	0.0074636373	0.16970934
TAAR8	0.0018048069	0.027605435
TAAR9	0.0012695919	0.021752978
TAB1	5.0994177	0.50520146
TAB2	6.7227235	0.6304477
TAB3	5.4331126	0.6743562
TAC1	0.44554496	0.6503877
TAC3	0.066148095	0.17670003
TAC4	0.24663219	0.2490182
TACC1	6.1414804	1.115094
TACC2	5.7784915	0.852811
TACC3	5.456037	0.93318146
TACO1	4.6177034	0.6455713
TACR1	1.5377218	1.1774532
TACR2	1.111459	0.5985993
TACR3	0.20886694	0.38114884
TACSTD2	8.020876	1.305411
TADA1	4.449529	0.5132653
TADA2A	4.170209	0.557248
TADA3	6.5572844	0.48905033
TAF1	5.8720694	0.6567314
TAF10	1.6080132	0.5087755
TAF11	4.823945	0.51074874
TAF12	4.638995	0.42590788
TAF13	4.80841	0.51797295
TAF15	7.0240374	0.58883107
TAF1A	2.767511	0.57037085
TAF1B	3.9187922	0.5181404
TAF1C	4.6798286	0.67612135
TAF1D	5.2552943	0.6572875
TAF1L	0.056844898	0.17698044
TAF2	5.643086	0.8133138
TAF3	4.3021393	0.45603696
TAF4	4.879389	0.56069535
TAF4B	3.0100534	1.0502156
TAF5	2.8021429	0.519054
TAF5L	5.3824577	0.52677596
TAF6	4.8154993	0.5670133
TAF6L	3.1598437	0.4755172
TAF7	6.8830924	0.5722494
TAF7L	0.37760997	0.40925005
TAF8	4.9086065	0.42955023
TAF9	5.090937	0.497815
TAF9B	5.424505	0.6430381
TAFA1	0.10894097	0.19176224
TAFA2	1.1585133	0.64145446
TAFA3	0.6033896	0.91607153
TAFA4	0.14194936	0.3269534
TAFA5	2.231344	1.2056521
TAGAP	2.884136	1.0352279
TAGLN	7.4872975	1.1823846
TAGLN2	9.465704	0.7498501
TAGLN3	0.17524527	0.52037704
TAL1	1.7333912	0.70634997
TAL2	0.19316925	0.2944585
TALDO1	7.3664613	0.6151834
TAMM41	3.4207249	0.43560335
TANC1	5.5889187	0.77572316
TANGO2	3.2519875	0.4982035
TANGO6	3.5239263	0.53515285
TANK	5.4518933	0.5542191
TAOK1	6.8453197	0.8263489
TAOK2	6.407997	0.53780437
TAOK3	5.7072296	0.57467693
TAP1	6.32617	1.2244996
TAP2	4.6871963	1.0152822
TAPBP	8.136477	0.620881
TAPBPL	4.830484	0.76176196
TAPT1	5.287701	0.76955575
TAPT1-AS1	1.6185273	0.6502
TARBP1	5.905879	0.7866068
TARBP2	4.5480127	0.5662678
TARDBP	6.4874196	0.30700234
TARM1	0.007931323	0.034143258
TARS1	6.7260013	0.58371073
TARS2	5.754628	0.6051017
TARS3	3.7244775	0.51229703
TAS1R1	0.25312507	0.3434454
TAS1R2	0.009931517	0.033341605
TAS1R3	1.416821	0.9574038
TAS2R1	0.03212938	0.10123168
TAS2R10	0.14586984	0.14632389
TAS2R13	0.0509161	0.23813826
TAS2R14	1.0089332	0.4520791
TAS2R16	0.0012622038	0.01910812
TAS2R19	0.20455225	0.28632537
TAS2R20	0.51050496	0.33554164
TAS2R3	0.09140471	0.24633959
TAS2R31	0.20138146	0.32426512
TAS2R38	0.018067334	0.082387015
TAS2R39	0.008746743	0.071930714
TAS2R4	0.8508335	0.5265533
TAS2R40	0.014276947	0.057128087
TAS2R41	0.0053446544	0.041793026
TAS2R42	0.021072023	0.07390049
TAS2R43	0.053973876	0.19635089
TAS2R46	0.03822494	0.17961335
TAS2R5	0.54310316	0.3551345
TAS2R50	0.043867875	0.18681079
TAS2R60	0.015286301	0.06005376
TAS2R7	0.0032377187	0.02485868
TAS2R8	0.013141658	0.041950267
TAS2R9	0.0083072735	0.0373828
TASOR	6.454847	0.5909048
TASP1	3.5490973	0.4724205
TAT	2.0433373	2.6820912
TATDN1	4.4954896	0.6548023
TATDN2	4.9333196	0.47400022
TATDN3	4.150262	0.5129388
TAX1BP1	7.4619317	0.48587072
TAZ	4.265099	0.64957887
TBATA	0.083901435	0.15129167
TBC1D1	5.908772	0.7362799
TBC1D10A	3.9362288	0.5758699
TBC1D10B	6.3004537	0.46331522
TBC1D10C	2.829795	1.1441783
TBC1D12	4.3088737	0.6679709
TBC1D13	5.384894	0.4974891
TBC1D14	4.560972	0.975409
TBC1D15	5.7475185	0.5117337
TBC1D16	6.842923	0.78852725
TBC1D17	5.482911	0.5425135
TBC1D19	3.0184643	0.55715615
TBC1D2	4.6596007	0.697378
TBC1D20	6.054615	0.4605618
TBC1D21	0.0096956985	0.15590572
TBC1D22A	5.0178566	0.4614934
TBC1D22A-AS1	0.08803949	0.27424258
TBC1D22B	4.4306755	0.50035965
TBC1D23	5.4982142	0.49656454
TBC1D24	5.072362	0.66880035
TBC1D25	4.302055	0.39261824
TBC1D26	0.034722473	0.106470846
TBC1D27P	0.29133135	0.4616876
TBC1D28	0.011657692	0.10186775
TBC1D29P	0.12859143	0.15185325
TBC1D2B	5.5678887	0.7234555
TBC1D3	0.015511093	0.051318385
TBC1D31	3.558135	0.7912139
TBC1D32	2.8443644	0.7186985
TBC1D3C	0.0033904025	0.017538346
TBC1D4	5.4529066	0.87544274
TBC1D5	6.1017585	0.6016684
TBC1D7	4.226775	0.63788563
TBC1D8	5.475269	0.789484
TBC1D8B	3.7708933	0.8001574
TBC1D9	8.090555	1.8555616
TBC1D9B	7.5174756	0.5105053
TBCA	6.3154488	0.52526313
TBCB	6.020736	0.64465016
TBCC	4.724693	0.52525127
TBCCD1	3.7291365	0.5203635
TBCD	6.646914	0.6106677
TBCE	1.1105045	0.5244837
TBCEL	4.1996284	0.5066562
TBCK	4.966734	0.65846425
TBK1	5.1896963	0.49006
TBKBP1	3.5021296	0.8291062
TBL1X	5.780207	0.77285886
TBL1XR1	7.599376	0.616886
TBL1Y	0.0055384096	0.060607612
TBL2	5.9452615	0.46604973
TBL3	5.819061	0.6278986
TBP	4.008674	0.4364944
TBPL1	3.4373078	0.5464256
TBPL2	0.017453047	0.06664072
TBR1	0.10348595	0.36834207
TBRG1	4.2814927	0.48487222
TBRG4	5.948741	0.5452902
TBX1	2.6761212	1.5277109
TBX10	0.26057643	0.84362537
TBX15	2.7320158	0.89171517
TBX18	2.5811641	1.0274508
TBX19	2.1253352	0.7914244
TBX2	3.3394082	0.8637878
TBX20	0.27354467	0.52201396
TBX21	1.0298471	0.800698
TBX22	0.1550423	0.35534933
TBX3	6.3113594	1.5087714
TBX4	0.2939486	0.532584
TBX5	1.9799932	0.8255015
TBX6	1.6646713	0.6485905
TBXA2R	1.8648582	0.54034334
TBXAS1	3.8011007	0.7765876
TBXT	0.034292437	0.18981013
TC2N	6.866716	1.1781518
TCAF1	4.9418373	0.62949836
TCAF2	2.9848838	0.885778
TCAIM	4.5291963	0.4725512
TCAP	0.6088391	0.80652976
TCEA1	6.467972	0.61423165
TCEA2	4.9528866	0.76645184
TCEA3	5.9813795	1.0469645
TCEAL1	4.6223683	1.1274962
TCEAL2	0.64884776	0.87885195
TCEAL3	5.3456388	1.1288558
TCEAL4	7.1295934	1.0302258
TCEAL5	0.38878575	0.5145966
TCEAL6	0.07016806	0.086523
TCEAL7	1.3183566	0.6870795
TCEAL8	5.5871773	0.57151395
TCEAL9	5.1975465	0.8619004
TCEANC	2.676205	0.4653759
TCEANC2	3.979813	0.47352028
TCERG1	5.8016906	0.5022149
TCERG1L	0.23271453	0.45566887
TCF12	6.4682736	0.62607676
TCF15	0.55478024	0.5490632
TCF19	4.9213386	0.8824566
TCF20	5.970664	0.6392783
TCF21	0.03071691	0.10601835
TCF23	0.32000676	0.39314592
TCF25	6.2973084	0.5051438
TCF3	6.429985	0.67018044
TCF4	6.1926026	0.9498666
TCF7	3.94162	1.1317049
TCF7L1	4.5718336	1.3563946
TCF7L2	4.8177814	0.88472784
TCFL5	4.327689	0.54040927
TCHH	0.688461	0.6273184
TCHHL1	0.06467757	0.32552886
TCHP	4.3591995	0.45224687
TCIM	5.2316585	1.7595614
TCIRG1	5.7893343	0.8925744
TCL1A	0.687657	1.0348787
TCL1B	0.049206357	0.20324872
TCL6	0.33203307	0.6122125
TCN1	2.0021937	2.2341454
TCN2	4.482576	0.84673667
TCOF1	5.8608027	0.569682
TCP1	7.398042	0.6226181
TCP10L	0.1633349	0.18425153
TCP10L2	0.026287733	0.10889982
TCP11	0.212866	0.49407783
TCP11L1	3.4592166	0.575592
TCP11L2	2.9136732	0.81536365
TCTA	5.586595	0.64808697
TCTE1	0.30406195	0.37195718
TCTE3	1.6884878	0.57523483
TCTEX1D1	0.6595164	0.37888876
TCTEX1D2	1.3080245	0.52307916
TCTEX1D4	0.45031103	0.34365982
TCTN1	5.283785	0.7354954
TCTN2	4.2825227	0.7479562
TCTN3	6.0105367	0.45277247
TDG	4.729505	0.53188735
TDGF1	0.13770564	0.184749
TDGF1P3	0.009506541	0.043739684
TDH	0.21047093	0.30300894
TDO2	1.9721723	1.1611917
TDP1	4.6824956	0.4726036
TDP2	5.5552816	0.42092285
TDRD1	1.0815406	1.5120896
TDRD10	0.7340479	0.57034945
TDRD12	0.94485176	1.4153631
TDRD3	4.608967	0.47028738
TDRD5	3.1941361	1.296472
TDRD6	1.1785675	0.7196477
TDRD7	4.7311835	0.63623655
TDRD9	1.0702198	1.2524921
TDRG1	0.09576302	0.17970511
TDRKH	4.7108784	0.7763004
TDRP	3.4666197	1.1575224
TEAD1	6.0234604	0.81688774
TEAD2	5.1626115	1.1593874
TEAD3	5.4301023	0.5707055
TEAD4	4.044251	0.83158237
TEC	1.670265	0.509403
TECPR1	4.563628	0.5921782
TECPR2	5.0210423	0.5261076
TECR	6.912305	0.660643
TECRL	0.008577854	0.09800145
TECTA	1.1555833	0.5173723
TECTB	0.013211199	0.058492705
TEDC1	3.2863066	0.9270815
TEDC2	2.929153	0.88182044
TEDDM1	0.14393194	0.20275861
TEF	4.718876	0.7608949
TEK	3.553608	0.9833573
TEKT1	0.3653448	0.7132681
TEKT2	1.101902	0.8773654
TEKT3	0.9121329	0.7042177
TEKT4	0.23081727	0.36724073
TEKT4P2	1.4632347	0.7058698
TEKT5	0.7537846	0.56648684
TELO2	5.4684405	0.8283543
TENM1	0.8072387	0.8197387
TENM2	2.103892	1.3854233
TENM3	3.4264283	1.3588619
TENM3-AS1	0.5777701	0.6254252
TENM4	3.7420342	1.1286442
TENT2	5.6596723	0.5394489
TENT4A	5.123871	0.55940074
TENT4B	4.474079	0.74307567
TENT5A	4.88498	0.97770643
TENT5B	3.8024814	1.3690696
TENT5C	5.2351904	1.2521082
TENT5D	0.083017774	0.17616743
TEP1	5.489127	0.6194912
TEPP	0.23288557	0.33402735
TEPSIN	2.8000834	0.60634077
TERB1	0.08795818	0.117556065
TERB2	0.03287539	0.2301364
TERC	0.0073626474	0.018794721
TERF1	5.143599	0.5516296
TERF2	4.9263697	0.40797505
TERF2IP	5.9732876	0.4816717
TERT	0.44411987	0.56890965
TES	6.0539975	0.8763392
TESC	1.4226071	0.9122272
TESK1	5.580947	0.5258033
TESK2	3.4401698	0.907428
TESMIN	4.934794	1.1390363
TET1	2.1839452	0.8633011
TET2	5.1006885	0.7036914
TET3	5.4264536	0.75244284
TEX10	4.7853384	0.50669336
TEX101	0.123944424	0.3129748
TEX11	0.3802924	0.33847773
TEX12	0.061429534	0.096749194
TEX13A	0.0015768056	0.016442358
TEX13B	0.031348422	0.13307318
TEX13C	0.18458904	0.6652357
TEX14	1.3519821	1.2045977
TEX15	0.20393167	0.6634792
TEX19	0.19316477	0.45934153
TEX2	6.636841	0.7223038
TEX22	0.89233124	0.58067465
TEX26	0.031065838	0.11136247
TEX261	6.6677494	0.40506792
TEX264	5.9445777	0.6724934
TEX28	0.0004494482	0.0044643166
TEX29	0.38700563	0.26380387
TEX30	2.3705077	0.6412812
TEX33	0.0043672663	0.032359097
TEX35	0.08184151	0.17537774
TEX36	0.02295935	0.07362119
TEX37	0.020812022	0.077515565
TEX38	0.17653455	0.15922824
TEX41	0.65124965	0.5035988
TEX43	0.018174665	0.035616115
TEX44	0.01717608	0.046332143
TEX45	0.85987157	0.5837774
TEX47	0.024328439	0.13206956
TEX48	0.0816877	0.1398799
TEX49	0.015007261	0.042204287
TEX55	0.025383057	0.09630248
TEX9	2.7833052	0.82145077
TF	2.467647	1.8721883
TFAM	5.756638	0.55469203
TFAMP1	0.017477091	0.04617484
TFAP2A	6.569961	0.94797975
TFAP2B	4.1080604	3.00423
TFAP2C	5.7133784	1.1207801
TFAP2D	0.012541279	0.101544224
TFAP2E	1.0427262	0.62531906
TFAP4	4.163745	0.6269665
TFB1M	3.2447674	0.465725
TFB2M	4.7973313	0.5715363
TFCP2	5.629843	0.57125646
TFCP2L1	4.3128734	1.871911
TFDP1	6.5077887	0.6994139
TFDP2	5.7260656	0.560318
TFDP3	0.55417407	0.66564363
TFE3	6.0508366	0.3926877
TFEB	3.9963396	0.772052
TFEC	2.9953718	1.0517462
TFF1	4.928434	3.347235
TFF2	0.28054255	0.5934985
TFF3	5.9923825	3.010306
TFG	7.0845404	0.45805028
TFIP11	4.894908	0.51678437
TFPI	3.9085414	1.1172694
TFPI2	2.218938	1.9075726
TFPT	3.7638822	0.87525696
TFR2	1.821447	1.1023571
TFRC	7.0576353	1.0589361
TG	0.8377463	0.5993598
TGDS	3.545204	0.5180708
TGFA	2.9493906	1.2862678
TGFB1	5.6801205	0.7990647
TGFB1I1	4.7158046	0.90562904
TGFB2	3.6101108	1.5523988
TGFB3	5.932049	1.1203681
TGFBI	7.077495	1.0615644
TGFBR1	6.193721	0.88370925
TGFBR2	6.4716477	1.003675
TGFBR3	4.9329624	1.635942
TGFBR3L	0.33989018	0.43090177
TGFBRAP1	5.478885	0.4522388
TGIF1	6.236201	0.564762
TGIF2	5.3157406	0.80002046
TGIF2LX	0.026035352	0.14261094
TGM1	1.1578298	0.84242415
TGM2	6.145369	1.1150459
TGM3	0.0023355267	0.010793343
TGM4	0.14328302	0.53350264
TGM5	0.87115484	1.0575764
TGM6	0.005015376	0.03594148
TGM7	0.03962584	0.10358494
TGOLN2	8.259212	0.60095
TGS1	5.039012	0.6144677
TH	0.4387782	0.7450796
THADA	5.724419	0.41835493
THAP1	3.5104833	0.5088331
THAP10	2.0689669	0.54995924
THAP11	4.502515	0.41872987
THAP12	5.6697674	0.7225187
THAP2	2.7925153	0.52864856
THAP3	3.7186713	0.5555934
THAP4	5.7670517	0.5007913
THAP5	4.8669195	0.53185064
THAP6	4.0860176	0.53045934
THAP7	4.653637	0.64137775
THAP8	3.090878	0.5214859
THAP9	2.858716	0.47988307
THBD	4.6771536	1.0056754
THBS1	8.87055	1.1102797
THBS2	6.677898	1.7226621
THBS3	4.69729	0.7541239
THBS4	4.1834087	1.8917919
THEG	0.39450675	0.55584943
THEM4	4.8215404	0.6765492
THEM5	1.5157933	0.75235456
THEM6	5.708462	0.90404457
THEMIS	1.3225889	0.9759847
THEMIS2	4.173672	0.9879309
THG1L	3.8398392	0.50082994
THNSL1	3.5247955	0.8638955
THNSL2	5.3538747	1.1920992
THOC1	4.8490176	0.5649718
THOC2	6.2784486	0.52506745
THOC3	3.454447	0.598363
THOC5	4.8464823	0.5427333
THOC6	4.802061	0.67975134
THOC7	5.5657773	0.44322565
THOP1	5.234954	0.74074847
THORLNC	0.4029415	0.37657192
THPO	1.5393738	1.2168788
THRA	5.4501467	0.8046214
THRAP3	7.61859	0.38163257
THRB	4.510804	1.11754
THRSP	2.490994	1.8471252
THSD1	2.589345	0.6933284
THSD4	6.409029	1.9287739
THSD7A	2.4325018	0.9410839
THSD7B	1.2316347	0.8594147
THTPA	2.5027075	0.70414454
THUMPD1	6.3840346	0.5931875
THUMPD2	3.7276142	0.44102708
THUMPD3	5.298771	0.44864574
THUMPD3-AS1	3.937024	0.65176064
THY1	6.614287	0.95580816
THYN1	4.739462	0.57554287
TIA1	6.3183885	0.5887826
TIAF1	1.473811	0.54137325
TIAL1	6.3323975	0.3536971
TIAM1	4.537567	1.0324533
TIAM2	2.7974029	0.67679596
TICAM1	4.8048234	0.53981715
TICAM2	0.10060714	0.07973329
TICRR	3.0087934	1.0894384
TIE1	4.59996	0.85288584
TIFA	4.4285297	0.75911504
TIFAB	0.73822486	0.72338253
TIGAR	2.7203782	0.61704564
TIGD1	2.6606958	0.60451037
TIGD2	3.5730557	0.6993265
TIGD3	0.9836496	0.5397762
TIGD4	0.7735522	0.39791712
TIGD5	3.826419	0.758994
TIGD6	3.4039407	0.51671326
TIGD7	1.429657	0.47744915
TIGIT	2.4441278	1.3825281
TIMD4	0.54053426	0.5682184
TIMELESS	5.656328	0.74478084
TIMM10	4.6363883	0.64922845
TIMM10B	5.1923084	0.5084216
TIMM13	5.540173	0.80379534
TIMM17A	6.314496	0.5464231
TIMM17B	5.1383004	0.67843974
TIMM21	4.2984805	0.46792993
TIMM22	4.552429	0.426959
TIMM23	5.9012246	0.47261167
TIMM29	3.999647	0.44791567
TIMM44	4.8891377	0.62955576
TIMM50	5.7740564	0.5297545
TIMM8A	3.0940757	0.5269474
TIMM8B	4.652027	0.633412
TIMM9	4.3281918	0.44835362
TIMMDC1	5.983897	0.40308568
TIMP1	8.116765	0.91632426
TIMP2	8.239582	0.9491829
TIMP3	9.235498	1.2322649
TIMP4	1.5596752	1.3127589
TINAG	0.0091233235	0.051763956
TINAGL1	4.6254563	1.2981483
TINCR	3.356126	1.7844115
TINF2	5.878599	0.45052424
TIPARP	5.2126937	0.8483725
TIPARP-AS1	0.9389481	0.43725404
TIPIN	2.9926555	0.53144723
TIPRL	6.101367	0.5023037
TIRAP	2.6502006	0.5314874
TJAP1	4.956003	0.5331655
TJP1	6.5177984	0.6398683
TJP2	1.0557569	0.5640433
TJP3	5.659347	1.1194607
TK1	5.786959	1.0956258
TK2	4.6484995	0.5192097
TKFC	5.595026	0.7081759
TKT	7.631652	0.7406401
TKTL1	0.1283898	0.37576306
TKTL2	0.047692038	0.16109413
TLCD1	3.4127076	0.97707266
TLCD2	3.397921	0.78624934
TLCD3A	3.8070579	0.7390069
TLCD3B	1.2087765	1.0009573
TLCD4	3.4031582	1.1829735
TLCD5	3.1462612	0.6108468
TLDC2	0.38162568	0.23681903
TLE1	5.129593	1.0932696
TLE2	4.881515	1.0351393
TLE3	7.150907	0.70648587
TLE4	3.6498103	0.95058066
TLE5	7.4169044	0.58101994
TLE6	2.2692633	1.0472775
